City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
190,taourirt,34.4073,-2.8973,71.56400000000004,52,14,3.42,MA,2023-06-12 21:45:59
191,vilyuchinsk,52.9306,158.4028,73.94000000000003,47,0,1.42,RU,2023-06-12 21:44:48
192,tura,25.5198,90.2201,81.12200000000004,83,7,3.0,IN,2023-06-12 21:45:59
193,ust-nera,64.5667,143.2,46.16600000000001,84,100,3.65,RU,2023-06-12 21:42:43
194,viedma,-40.8135,-62.9967,41.522000000000034,48,7,4.41,AR,2023-06-12 21:52:47
195,malango,-2.9627,119.9001,80.16799999999998,68,77,1.62,ID,2023-06-12 21:45:34
196,howard springs,-12.497,131.047,87.09800000000003,26,100,4.74,AU,2023-06-12 21:44:28
197,uyuni,-20.4597,-66.825,33.961999999999954,29,0,5.28,BO,2023-06-12 21:46:00
198,olinda,-8.0089,-34.8553,80.6,78,75,3.09,BR,2023-06-12 21:44:25
199,kourou,5.1552,-52.6478,77.32400000000001,90,84,2.86,GF,2023-06-12 21:44:45
200,zharkent,44.1628,80.0,85.24399999999997,22,92,2.44,KZ,2023-06-12 21:52:47
201,villarrobledo,39.2699,-2.6012,63.05,50,100,2.96,ES,2023-06-12 21:46:00
202,port macquarie,-31.4333,152.9167,69.35,48,100,2.31,AU,2023-06-12 21:46:00
203,east london,-33.0153,27.9116,62.311999999999955,44,93,9.47,ZA,2023-06-12 21:44:17
204,alakurtti,66.9672,30.3491,54.57200000000004,69,100,4.17,RU,2023-06-12 21:46:00
205,nema,57.5067,50.5011,52.86199999999995,61,5,0.08,RU,2023-06-12 21:44:15
206,antsiranana,-12.2787,49.2917,70.68200000000002,86,3,3.53,MG,2023-06-12 21:44:54
207,sur,22.5667,59.5289,92.31799999999998,46,100,2.43,OM,2023-06-12 21:43:57
208,whitehorse,60.7161,-135.0538,61.84399999999997,23,40,8.75,CA,2023-06-12 21:45:52
209,portland,45.5234,-122.6762,88.10600000000002,45,20,5.14,US,2023-06-12 21:41:10
210,lompoc,34.6391,-120.4579,65.04800000000003,83,0,3.09,US,2023-06-12 21:44:22
211,korla,41.7597,86.1469,91.79600000000005,17,95,2.86,CN,2023-06-12 21:44:37
212,pingdingshan,33.7385,113.3012,87.78200000000001,39,9,2.09,CN,2023-06-12 21:46:01
213,ketchikan,55.3422,-131.6461,63.33800000000005,55,0,4.12,US,2023-06-12 21:45:51
214,udachny,66.4167,112.4,62.725999999999985,31,18,7.11,RU,2023-06-12 21:43:56
215,pemangkat,1.1667,108.9667,86.75600000000003,66,33,0.42,ID,2023-06-12 21:44:40
